id,ground_truth,en_pred,ar_pred,en_correct,ar_correct,quadrant,input_english,input_arabic
3987,D,D,B,1,0,access_gap,"The anterior-lateral pathway carries all of the following sensations except:
A) Pain sensation
B) Rough touch sensations
C) Temperature sensations
D) Fine touch","المسلك الأمامي الجانبي للألحاسيس التالية عدا:

الاختيارات:
A. حس االألم
B. احساسات اللمس الفج
C. الحساسات الحرارية
D. اللمس الدقيق"
315,C,C,A,1,0,access_gap,"The portal vein receives blood from:
A) All sections of the digestive tract except the anal canal.

B) All sections of the digestive tract except the rectum and anus.

C) All sections of the digestive tract except the lower two-thirds of the rectum and anal canal.

D) All sections of the digestive tract.","يتلقى وريد الباب الدم من:

الاختيارات:
A. كل أقسام الأنبوب الهضمي عدا القناة الشرجية.
B. كل أقسام الأنبوب الهضمي عدا المستقيم والشرج.
C. كل أقسام الأنبوب الهضمي عدا الثلثين السفليين للمستقيم والقناة الشرجية.
D. كل أقسام الأنبوب الهضمي."
808,D,D,B,1,0,access_gap,"The incorrect answer regarding flat bones:

A) An example is the shoulder blade.

B) They are formed from two plates of dense bone.

C) They are separated by spongy bone tissue.

D) These bones grow in one direction.",". الاجابة الخاطئة المتعلقة ب flat ones

الاختيارات:
A. مثالها العظم الكتفي
B. تتشكل من صفيحتين من العظم الكثيف
C. يفصل بينهما نسيج عظمي اسفنجي
D. يتم نمو هذه العظام في اتجاه واحد"
1223,A,A,E,1,0,access_gap,"All of the following are considered medications used in pharmaceutical preparations except:
A) Calcium channel blockers
B) Barbiturates
C) Benzodiazepines
D) Phenothiazines
E) Morphine analgesics","كل ما يلي يعتبر من الأدوية المستخدمة للتحضير الدوائي ما عدا

الاختيارات:
A. حاصرات الكالسيوم
B. الباربيتورات
C. البنزوديازيبينات
D. الفينوتيازينات
E. المسكنات المورفينية"
2440,D,D,B,1,0,access_gap,"The spin points:
A) Upwards
B) Downwards
C) Horizontally
D) All of the above","السبين يتجه :

الاختيارات:
A. للاعلى
B. للاسفل
C. للافق
D. كل ما سبق صحيح"
4936,B,B,A,1,0,access_gap,"24. A five-year-old girl presented with shortness of breath. Examination revealed a 3 cm mass in the oral cavity, located on the midline and the back of the tongue. What is the most likely diagnosis?

A) 1. Glossoid tonsil.

B) 2. Glossoid thyroid.

C) 3. Foreign body lodged in the tongue.

D) 4. Dermoid.

E) 5. Angioedema.","24. فتاة في الربيع الخامس شكت من عسرة تنفس بالفحص تبين بوجود كتلة في جوف الفم بقطر 3 سم على الخط الناصف وعلى مؤخرة اللسان. ما هو التشخيص الأكثر احتمالاً؟

الاختيارات:
A. 1. لوزة لسانية.
B. 2. درق لسانية.
C. 3. جسم أجنبي علق باللسان.
D. 4. Dermoid
E. 5. وذمة عصبية وعائية."
434,A,A,D,1,0,access_gap,"Fallopian tube epithelium.

A) simple columnar epithelium
B) stratified squamous epithelium (keratinized)
C) simple squamous epithelium
D) pseudostratified ciliated columnar epithelium
E) All of the above are incorrect.","ظهارية نفير فالوب.

الاختيارات:
A. simple columnar epithelium
B. stratified squamous epithelium (keratinized)
C. simple squamous epithelium
D. pseudostratified ciliated columnar epithelium
E. كل ما أعلاه خطأ."
3087,C,C,A,1,0,access_gap,"Distinguishing features of chest trauma in children compared to adults include:
A) Compensating for reduced respiratory vital capacity with an increased anteroposterior chest diameter
B) Having strong respiratory muscles
C) Rib fractures indicate very severe trauma
D) The anterior chest wall is the best area for auscultating the chest in cases of pneumothorax or unilateral effusion.","من ميزات رضوض الصدر عند الأطفال عن البالغين:

الاختيارات:
A. يعاوضون نقص السعة الحيوية التنفسية بزيادة القطر الأمامي الخلفي للصدر
B. عضلات التنفس لديهم قوية
C. وجود كسور أضلاع يعني رض قوي جدا
D. افضل منطقة لاصغاء الصدر في حالات الريح الصدرية أو الانصباب احادي الطرف هو الجدار الأمامي للصدر"
1752,A,A,C,1,0,access_gap,"The first cellular organelles to precipitate using differential gravity are:

A) Nucleus

B) Ribosomes

C) Cytoplasm

D) Golgi apparatus","اول مايترسب من العضيات الخلوية بتقنية التثقيل التفاضلي .

الاختيارات:
A. النواة .
B. الريبوزومات .
C. الستوبلاسما .
D. جهاز غولجي ."
3334,D,D,C,1,0,access_gap,"Melarsporol is used to treat:
A) Cytopenia faecalis
B) Trichinellosis
C) Vaccinium pancrofti
D) Trypanosoma gambiae
E) Dracunculiasis","يستخدم عقار melarsporol في علاج:

الاختيارات:
A. الأسطوانية البرازية
B. الشعرية الحلزونية
C. الفخرية البنكروفيتية
D. المثقبية الغامبية
E. التنينة المدينية"
2715,B,B,C,1,0,access_gap,"The formula of the preceding compound is:
A) published
B) structural
C) structural
D) informative","ان صيغة المركب السابق

الاختيارات:
A. منشورة
B. بنيوية
C. هيكلية
D. خبرية"
4264,D,D,B,1,0,access_gap,"Which human body tissue contains the least amount of water?
A) Muscular
B) Nervous
C) Glandular
D) Fat","أقل أنسجة الجسم البشري احتواءً على الماء:

الاختيارات:
A. العضلى
B. العصبى
C. الغدى
D. الدهنى"
1757,C,C,B,1,0,access_gap,"The genetic code is characterized by all of the following except:

A) It consists of 3 nucleotides.

B) It does not contain spaces.

C) It is specific to each living organism.

D) It is non-overlapping.","يتصف الرامز الوراثي بكل مما يلي عدا :

الاختيارات:
A. مؤلف من 3 نكليوتيدات.
B. ال يحوي فواصل.
C. خاص بكل كائن حي.
D. غير متداخل."
4648,A,A,C,1,0,access_gap,"The group that forms the base of the population pyramid is:
A) Children
B) Young adults
C) Adolescents
D) Over 60","الفئة التي تشكل قاعدة الهرم السكاني هي:

الاختيارات:
A. الأطفال
B. الشباب
C. اليفع
D. ما فوق 60"
3533,B,B,E,1,0,access_gap,"Non-penetrating eye injuries and traumas are divided into the following except:
A) Abrasions
B) Phototrauma
C) Foreign bodies outside the eye
D) Blunt contusions
E) All of the above except one","رضوض وجروح العين اللا نافذة تقسم إلى ما يلي ما عدا:

الاختيارات:
A. تسحجات
B. رض ضوئي
C. أجسام أجنبية خارج العين
D. رضوض كليلة
E. كل ما سبق عدا واحدة"
3507,B,B,C,1,0,access_gap,"Nasolacrimal duct obstruction in children is characterized by:
A) It is often caused by bony obstruction of the nasolacrimal duct
B) It is seen in 1-2% of newborns
C) It often remains asymptomatic and is usually discovered spontaneously during routine examination
D) It is treated by surgical anastomosis between the lacrimal sac and the nose if spontaneous opening does not occur after six months of age
E) Conservative treatment is ineffective","يتميز انسداد القناة الدمعية الأنفية عند الأطفال ب:

الاختيارات:
A. سببه غالباً انسداد عظمي في القناة الدمعية الأنفية
B. يشاهد عند 1-2% من حديثي الولادة
C. يبقى دون تظاهرات سريرية ويكشف عادة عفوياً بالفحص الروتيني
D. يعالج بالمفاغرة الجراحية بين كيس الدمع والأنف إذا لم يتم الانفتاح العفوي بعد سن الستة أشهر
E. ليس للمعالجة المحافظة دور"
3313,A,A,C,1,0,access_gap,"The extracellular stage of the plasmosomes ends with the release of:
A) motile zygotes
B) mitotic zygotes
C) ring-shaped zygotes
D) amoeboid zygotes
E) sporophytes","تنتهي المرحلة الخارج خلوية للمتصورات بتحرر:

الاختيارات:
A. الأقاسيم المتحركة
B. المتقسمة
C. الشكل الخاتمي
D. الشكل الأميبي
E. الحيوانات البوغية"
1663,A,A,C,1,0,access_gap,"All of the following are true about gene exclusion EXCEPT:
A) Neomycin is used as an antibiotic
B) Homologous recombination occurs
C) When factor VIII is excluded from a mouse, hemophilia B is produced
D) Studying the effect of gene absence in differentiated cells resulting from inactivation and exclusion of the target gene","كل ما يلي صحيح عن إقصاء الجين ما عدا:

الاختيارات:
A. يستخدم النيوماسين كصاد حيوي
B. يحدث التأشيب المماثل
C. عند إقصاء عامل التخثر الثامن لفأر ينتج نموذج الناعور B
D. دراسة تأثير غياب الجين في الخلايا المتمايزة الناتجة عن تعطيل وإقصاء الجين المستهدفة"
112,C,C,B,1,0,access_gap,"The middle region of the abdomen:
A) Epigastric
B) Hypospadias
C) Umbilical
D) Inguinal","المنطقة المتوسطة في نواح البطن

الاختيارات:
A. الشرسوفية
B. الخثلية
C. السرية
D. المغبنية"
4399,C,C,D,1,0,access_gap,"The electromagnetic radiation emitted by most laser sources ranges from... to...
A) Mid-infrared 10µm = -near-ultraviolet 200µm
B) Near-infrared 5µm = -far-ultraviolet 200nm
C) Mid-infrared 10µm = -near-ultraviolet 200nm
D) A, C","إن الإشعاعات الكهرطيسية الذي معظم منابع الليزر من المجال ... إلى ...

الاختيارات:
A. تحت الأحمر المتوسط 10um = - فوق البنفسجي القريب 200um
B. تحت الأحمر القريب 5um = - فوق البنفسجي البعيد 200nm
C. تحت الأحمر المتوسط 10um = - فوق البنفسجي القريب 200nm
D. A, C"
62,A,A,B,1,0,access_gap,"In the gastrointestinal tract:
A) Eating =<Arteriovenous anastomoses close =<Increased blood flow.

B) Fasting =<Anastomoses close =<Increased blood flow.

C) Eating does not require blood flow.

D) All of the above are incorrect.","في السبيل المعدي المعوي :

الاختيارات:
A. تناول الطعام =<تنغلق التفاغرات الشريانية الوريدية =<يزيد مرور الدم.
B. حالة الصوم=<تنغلق التفاغرات =<يزيد مرور الدم.
C. في تناول الطعام لا حاجة لمرور الدم.
D. كل ماسبق خطأ."
3121,A,A,D,1,0,access_gap,"The neurotransmitter released in the preganglionic fibers of both the sympathetic and parasympathetic nervous systems is:
A) Acetylcholine.

B) Norepinephrine.

C) Epinephrine.

D) All of the above.","الناقل العصبي الذي يتحرر في الألياف قبل العقدة لكل من الجملتين الودية واللا ودية:

الاختيارات:
A. الأستيل كولين.
B. النور ابينفرين.
C. الإبينفرين.
D. كل ما سبق صحيح."
4213,A,A,D,1,0,access_gap,"Factors affecting bronchiectasis:
A) Increased CO2 concentration in the alveoli.

B) Decreased CO2 concentration in the alveoli.

C) Increased O2 concentration in the alveoli.

D) Decreased O2 concentration in the alveoli.","- المؤثر على توسع القصبات التنفسية:

الاختيارات:
A. زيادة تركيز CO2 في الأسناخ.
B. تناقص تركيز CO2 في الأسناخ.
C. زيادة تركيز O2 في الأسناخ.
D. تناقص تركيز O2 في الأسناخ."
2213,C,C,D,1,0,access_gap,"The translocation between chromosomes 7 and 19 results in the expression ]t(7:19)(q22,q13)[: A) A zygote with a complete chromosomal formula and no translocation
B) Partial trisomy 7 and partial monosomy 19
C) Partial trisomy 19 and partial monosomy 7
D) All of the above are correct","ينتج عن إزفاء ما بين الصبغيين 7 و 19 حيث الصيغة المعبرة ]t(7:19)(q22,q13)[

الاختيارات:
A. زيجوت تحمل صيغة صبغية كاملة خالية من الإزفاء
B. تثلث صبغي 7 جزئي وأحاد صبغي 19 جزئي
C. تثلث صبغي 19 جزئي وأحاد صبغي 7 جزئي
D. كل ما سبق صحيح"
3502,D,D,C,1,0,access_gap,"In corneal abrasions, all of the following are true except:
A) They are non-penetrating eye injuries
B) They are associated with photophobia
C) They are associated with tearing
D) They are not very painful
E) They cause a sensation of a foreign body","في سحجات القرنية كل ما يلي صحيح عدا:

الاختيارات:
A. من رضوض العين اللا نافذة
B. تترافق مع خوف من الضياء
C. تترافق مع دماع
D. غير مؤلمة شديد
E. تسبب الشعور بوجود جسم أجنبي"
932,C,C,B,1,0,access_gap,"All of the following are spinal nerve plexuses except:
A) Brachial
B) Lumbar
C) Abdominal
D) Sacral","كل ما يلي من الضفائر الشوكية العصبية ماعدا :

الاختيارات:
A. العضدية
B. القطنية
C. البطنية
D. العجزية"
438,C,C,D,1,0,access_gap,"Incorrect about the pancreas:

A) Alpha cells secrete the hormone glucagon

B) Beta cells secrete the hormone insulin

C) Delta cells secrete the hormone glucagon
D) Both A and B are correct","الخاطئ عن البنكرياس

الاختيارات:
A. تفرز خلايا الفا هرمون الغلوكاغون
B. تفرز الخلايا بيتا هرمون الانسولين
C. تفرز الخلايا دلتا هرمون الغلوكاغون
D. B,a صحيح"
2036,B,B,C,1,0,access_gap,"The following are found in cells derived from mesenchymal cells:
A) Desmin filaments
B) Vimentin filaments
C) Actin filaments
D) Neuronal filaments","توجد في الخلايا المشتقة من الخلايا الميزانشيمية:

الاختيارات:
A. خيوط الديسمين
B. خيوط الفيمنتين
C. خيوط الأكتين
D. الخيوط العصبية"
4479,A,A,B,1,0,access_gap,"The value of zero is relative, not absolute, in:
A) Interval scale
B) Rational scale
C) Ordinal scale
D) Nominal scale","قيمة الصفر تكون نسبية وليست مطلقة في:

الاختيارات:
A. المقياس الفتروي
B. المقياس النسبي
C. المقياس الرتبي
D. المقياس الاسمي"
592,A,A,C,1,0,access_gap,"The inferior orbital fissure lies between:
A) the pterygoid wing and the maxilla
B) the lesser wing and the maxilla
C) the greater and lesser wings
D) the greater wing and the temporal bone","-يقع الشق الحجاجي السفلي بين :

الاختيارات:
A. الجناح البير والفكي العلوي
B. الجناح الصغير والفكي العلوي
C. الجناحان الكبير والصغير
D. الجناح الكبير والعظم الصدغي"
1211,A,A,C,1,0,access_gap,"Regarding non-depolarizing relaxants, one answer is incorrect.

A) The duration of action is prolonged in cases of impaired cholinesterase function.

B) The duration of action depends on the dose used.

C) They occupy acetylcholine receptors in the motor endplate.

D) Inhalation anesthetics reduce the patient's need for them.

E) Hypothermia causes a prolonged blockade.","بما يتعلق بالمرخيات غير المزيلة للاستقطاب اجابة واحدة خاطئة

الاختيارات:
A. تتطاول فترة التأثير في حالة اضطراب خميرة كولين استيراز الورلثي
B. تعتمد فترة تأثيرها علي الجرعة المستخدمة
C. تحتل مستقبلات الأستيل كولين في اللوحة المحركة
D. تنقص النخدرات الانشاقية من حاجة المريض لها
E. يسبب انخفاض درجة الحرارة تطاول الحصار الناجم عنها"
4460,A,A,E,1,0,access_gap,"When the skin is invaded by a highly virulent bacterium, all of the following are true except:

A) Widespread dissemination of both occurs
B) The area of infection is localized
C) Blood vessels dilate at the site
D) Edema occurs
E) Tissue phagocytes immediately begin their work","عند غزو الجلد بجرثوم عالي الفوعة كل مما يلي صحيح عدا

الاختيارات:
A. يحدث انتشار واسع للاثنان
B. يحدث تحديد لمنطقة الإصابة
C. تتوسع الأوعية الدموية في الموقع
D. تحدث الوذمة
E. تباشر البلعميات النسيجية عملها فورًا"
3521,C,C,B,1,0,access_gap,"All of the following are used in the management of herpetic keratitis except:
A) Acyclovir
B) Iodoxuridine
C) Corticosteroids
D) Mydriatics if associated with iritis
E) Antibiotics in case of secondary infection","كل ما يلي يستخدم في تدبير التهاب القرنية الحلأي ما عدا:

الاختيارات:
A. الأسيكلوفير
B. الإيودوكسيوريدين
C. الكورتيكوستيروئيدات
D. موسعات الحدقة في حال ترافقه بالتهاب قزحية
E. صادات في حال الإنتان الثانوي"
2863,C,C,D,1,0,access_gap,"Urine analysis typically includes a standard specific gravity ion range of:
A) 1.015 to 1.035
B) 1.020 to 1.040
C) 1.015 to 1.030
D) All of the above","يتضمن تحليل البول ايونا قياسيا للوزن النوعي عادة من:

الاختيارات:
A. 1.015 الي 1.035
B. 1.020 الي 1.040
C. 1.015 الي 1.030
D. كل ما سبق صحيح"
416,C,C,B,1,0,access_gap,"All of the following statements about the blood supply to the temporomandibular joint are true except:

A) Superficial temporal artery.

B) Posterior auricular artery.

C) Auricular artery.

D) Deep temporal artery.","كل ما يلي عن تروية المفصل الفكي الصدغي صحيح عدا :

الاختيارات:
A. الشريان الصدغي السطحي.
B. الشريان الأذني الخلفي.
C. الشريان الأذني الصدغي.
D. الشريان الصدغي العميق."
2903,C,C,D,1,0,access_gap,"Conventional X-rays could distinguish all of the following except:

A) Bones.

B) The digestive tract and urinary tract.

C) The liver and spleen.

D) Blood vessels.","كانت الاشعة السينية التقليدية قادرة على تميز كل ما يلى ماعدا :

الاختيارات:
A. العظام .
B. الأنبوب الهضمي والمجاري البولية.
C. الكبد والطحال .
D. الأوعية الدموية ."
1614,C,C,A,1,0,access_gap,"This disease is caused by a point mutation resulting in:
A) The substitution of the amino acid aspartic acid with the amino acid valine
B) The absence of beta-chain synthesis
C) The substitution of the amino acid glutamic acid with the amino acid valine
D) The substitution of the amino acid serine with the amino acid glycine","سبب هذا المرض هو طفرة نقطية أدت إلى:

الاختيارات:
A. استبدال الحمض الأميني اسباراتيك بالحمض الأميني فالين
B. عدم اصطناع السلسلة بيتا
C. استبدال الحمض الأميني غلوتاميك بالحمض الأميني فالين
D. استبدال الحمض الأميني سيرين بالحمض الأميني غليسين"
1071,D,D,B,1,0,access_gap,"The extension of the cortex into the pulp is called:
A) renal calyces
B) renal papilla
C) renal ray
D) renal column","تمادي القشر ضمن اللب يُدعي:

الاختيارات:
A. الكؤيسات
B. الحليمة الكلوية
C. الأشعة الليبية
D. العمود الكلوي"
3975,D,D,B,1,0,access_gap,"All of the following occur when extracellular calcium is deficient except:
A) Sodium channels become hypersensitive to any increase in membrane potential above the resting level
B) Nerve fibers become hyperexcitable
C) Tetanus
D) Muscle relaxation","كل ما يلي يحدث عند نقص الكالسيوم في السائل خارج الخلوي ما عدا:

الاختيارات:
A. تصبح قنوات الصوديوم حساسة جداً لأي زيادة في كامن الغشاء فوق مستوى الراحة
B. تصبح الألياف العصبية عالية الاستثارة
C. Tetanus
D. الارتخاء العضلي"
4872,D,D,B,1,0,access_gap,"A 60-year-old patient presented with abdominal pain, jaundice, fever, and chills. What is the possible diagnosis?

A) Pyuria (suppurative cholecystitis).

B) Acute cholecystitis.

C) Myxocalacia (cholecystitis).

D) Ascending cholangitis.

E) Gastroparesis due to gallstones.","راجع مريض يبلغ من العمر 60 سنة بقصة ألم بطني ويرقان وحرارة مع عروءات، ماهو التشخيص المحتمل؟

الاختيارات:
A. تقيح مرارة.
B. التهاب مرارة حاد.
C. قيلة مخاطية في المرارة.
D. التهاب طرق صفراوية صاعد.
E. خزل معوي بسبب حصاة مرارية."
2792,A,A,D,1,0,access_gap,"Parenchyma tissues such as the liver, spleen, cartilage, and blood are classified as:
A) Watery.

B) Fatty.

C) Calcified.

D) Aerobic.","تعتبر النسج البرنشيمية كالكبد والطحال والغضاريف والدم من الكثافة:

الاختيارات:
A. المائية.
B. الدهنية.
C. الكلسية.
D. الهوائية."
4214,A,A,D,1,0,access_gap,"Glomerular filtration rate (GFR): All of the following are true except:

A) Equals the volume of filtrate in each kidney per minute
B) Measured using a freely filtered substance that is neither reabsorbed nor excreted
C) Decreased flow in the afferent artery leads to a decrease in GFR
D) The filtration rate decreases along the glomerular capillaries toward the efferent artery
E) Increases with increasing blood pressure","معدل الرشح الكبيبي (GFR)، كل مما يلي صحيح عدا

الاختيارات:
A. يساوي حجم الرشاحة في كل كلية خلال دقيقة
B. يقاس باستخدام مادة ترتشح بحرية ولا يعاد امتصاصها أو يتم إفرازها
C. يؤدي نقص الجريان في الشريان الوارد إلى نقص معدل الرشح الكبيبي
D. ينخفض معدل الترشيح على طول الشعيرات الكبيبية باتجاه الشريان الصادر
E. يزداد بزيادة الضغط الدموي"
3128,A,A,B,1,0,access_gap,"All postsynaptic neurotransmitters release the following neurotransmitters from their terminals:

A) Acetylcholine.

B) Norepinephrine.

C) Dopamine.

D) Acetylcholine.","جميع الألياف اللا ودية بعد العقدية يتحرر من طرفياتها:

الاختيارات:
A. أستيل كولين.
B. نور أدرينالين.
C. دوبامين.
D. أستيل التميم A."
3205,C,C,D,1,0,access_gap,"Chronic headaches are headaches that develop over more than:
A) 2 weeks
B) 3 weeks
C) 4 weeks
D) 6 weeks
E) 8 weeks","الصداع المزمن هو الصداع الذي يتطور خلال أكثر من:

الاختيارات:
A. أسبوعين
B. 3أسابيع
C. 4أسابيع
D. 6أسابيع
E. 8أسابيع"
381,A,A,B,1,0,access_gap,"The pulmonary trunk originates from:
A) the right ventricle
B) the left atrium
C) the right atrium
D) the left ventricle","ينشأ الجذع الرئوي من :

الاختيارات:
A. البطين الأيمن
B. الأذينة اليسرى
C. الأذينة اليمنية
D. البطين الأيسر"
4900,D,D,E,1,0,access_gap,"A 50-year-old patient presented with a sudden onset of epigastric umbilical abdominal pain (within seconds). All of the following are possibilities in the differential diagnosis except:

A) Acute pancreatitis.

B) Rupture of abdominal aortic aneurysm.

C) Inferior myocardial infarction.

D) Acute appendicitis.

E) Acute mesenteric obstruction.","مريض عمره 50 سنة حدثت لديه بداية مفاجئة الألم البطني (خلال ثواني) شرسوفي سري، كل ما يلي يدخل بالتشخيص التفريقي ما عدا:

الاختيارات:
A. التهاب البنكرياس الحاد.
B. تمزق أم دم الشريان الأبهري البطني.
C. احتشاء العضلة القلبية السفلي.
D. التهاب زائدة دودية حاد.
E. الانسداد المساريقي الحاد."
3630,D,D,B,1,0,access_gap,"Regarding the effect of blunt trauma on the vitreous humor: (Choose the incorrect one):
A) liquefaction
B) pigment densities
C) hemorrhage in the vitreous humor
D) calcifications","في تأثير الأذية الكليلة على الخلط الزجاجي: (اختر الخطأ):

الاختيارات:
A. تميع
B. كثافات صباغية
C. نزف في الخلط الزجاجي
D. تكلسات"
4896,B,B,C,1,0,access_gap,"A 70-year-old patient developed abdominal pain with multiple abdominal pain and decreased bowel sounds three days after a myocardial infarction. Blood gas analysis suggests metabolic acidosis. What is the possible diagnosis?

A) Peptic ulcer perforation.

B) Mesenteric infarction.

C) Pseudomembranous colitis.

D) Acute pancreatitis.

E) Diverticulitis.","مريض 70 سنة تطور لديه بعد 3 أيام من احتشاء قلبي ألم بطني مع تعدد البطن وخفوت في أصوات الأمعاء. تحليل غازات الدم يشير إلى احمضاض استقلابي. فالتشخيص المحتمل هو؟

الاختيارات:
A. انثقاب قرحي.
B. احتشاء مساريقي.
C. انسداد قولون كاذب.
D. التهاب بنكرياس حاد.
E. التهاب رتوج."
4505,C,C,D,1,0,access_gap,"A new vaccine was tested to determine its effectiveness in preventing the common cold. It was given to ten people, who were then monitored for one year. If the probability of not contracting a cold naturally during one year is 0.5, what is the probability that eight or more people will not contract it? A) Poisson distribution
B) Binary distribution
C) Binary distribution
D) Poisson distribution","اختبر لقاح جديد لتحديد فعاليته في الوقاية من الزكام وقد اعطى لعشرة اشخاص وثم مراقبتهم لفترة سنة فاذا كان احتمال عدم الإصابة بالزكام خلال سنة بصورة طبيعية هو 0,5 فما احتمال الا يصاب ثمانية او اكثر

الاختيارات:
A. توزيع بواسوني
B. توزيع حداني
C. توزيع حداني
D. توزيع بواسوني"
718,A,A,B,1,0,access_gap,"All of the following are secretions of the fascial region of the adrenal gland except:
A) ACTH
B) Androgen
C) Estrogen
D) Corticosterone","كل ما يلي من مفرزات المنطقة الحزمية في الكظر ماعدا :

الاختيارات:
A. ACTH
B. أندروجين
C. استيروجين
D. الكورتيكوستيرون"
1261,B,B,C,1,0,access_gap,"All of the following ECG findings suggest a pulmonary disorder except:
A) Low voltage and R wave development
B) T wave greater than 2.5
C) Right axis deviation
D) Right ventricular hypertrophy
E) Right branch block","كل ما يلي من عالمات على التخطيط الكهربائي يدل على اضطراب رئوي ما عدا:

الاختيارات:
A. نقص الفولتاج ونقص تطور الموجة R
B. موجة T أعلى من 2.5
C. انحراف المحور نحو اليمين
D. ضخامة بطين أيمن
E. حصار غصن أيمن"
1239,B,B,D,1,0,access_gap,"Regarding opioids, all of the following are true except:
A) They can be injected intramuscularly, intrathecally, or epidurally.
B) Fentanyl is an opioid antagonist.
C) They lead to physical dependence after repeated administration.
D) They commonly cause nausea and vomiting.
E) The likelihood of respiratory depression increases with age.","بالنسبة للأفيونات كل ما يلي صح ما عدا :

الاختيارات:
A. A. يمكن حقنها عضلياً ضمن القراب أو ضمن الحيز فوق الجافية
B. B. وجد الفنتائيل مضاد أفيوني
C. C. تؤدي للاعتماد الفيزيائي بعد الاعطاء المتكرر
D. D. من الشائع احداتها للغثيان والاقياء
E. E. يزيد احتمال حدوث تثبيط تنفسي مع التقدم بالعمر"
721,B,B,A,1,0,access_gap,"Estrogen is produced by:
A) The testes
B) The ovaries
C) The thyroid gland
D) The adrenal glands","ينتج هرمون الأستروجين من :

الاختيارات:
A. الخصية
B. المبيض
C. الدرق
D. الكظر"
2413,D,D,B,1,0,access_gap,"When flow occurs in regular, seemingly separate layers, such that every small part of each layer follows the same path as every other part of that layer, the flow is:
A) Steady and laminar
B) Steady and stratified
C) Non-independent and non-laminar
D) A, B","عندما يجري في طبقات منتظمة وكأنها منفصلة بعضها عن بعض بحيث ان كل جزء صغير من كل طبقة يتبع المسار نفسه كاي جزء اخر من هذه الطبقة فان الجريان يكون:

الاختيارات:
A. مستقراً ورقائقياً
B. مستقراً وطبقياً
C. غير مستقل وغير رقائقي
D. A, B"
4855,B,B,C,1,0,access_gap,"A 40-year-old woman of Asian origin arrived in the UK complaining of a lump in her right breast several months prior. The lump was painless, but she had a recurring abscess in her right armpit. What is the possible diagnosis?

A) Inflammatory breast cancer.

B) Breast tuberculosis.

C) Paget's disease.

D) Fibroadenopathy.

E) Breast eczema.","وصلت مريضة تبلغ من العمر 40 عاماً من أصول آسيوية إلى بريطانيا تشكو من كتلة في ثديها الأيمن منذ عدة أشهر لم تكن الكتلة مؤلمة لكنها كانت تعاني من نز الخراج في إبطها الأيمن والذي يشفى ويعاود من جديد. ما هو التشخيص المحتمل؟

الاختيارات:
A. سرطان ثدي التهابي.
B. سل ثدي.
C. داء باجيت.
D. غدوم ليفي.
E. أكزيما في الثدي."
131,B,B,A,1,0,access_gap,"The Achilles tendon muscles include all of the following except:
A) Biceps femoris
B) Quadriceps femoris
C) Semitendinosus
D) Semimembranosus","العضلات العرقوبية تشمل ما يلي عدا:

الاختيارات:
A. ذات الرأسين الفخذية
B. رباعية الرؤوس الفخذية
C. نصف الوترية
D. نصف الغشائية"
2966,D,D,A,1,0,access_gap,"The two principles that govern the flow of an ideal fluid are:
A) The continuity equation
B) Bernoulli's equation
C) Archimedes' equation
D) A, B","القاعدتان اللتان تتحكمان بجريان المائع المثالي هما:

الاختيارات:
A. معادلة الاستمرارية
B. معادلة برنولي
C. معادله أرخميدس
D. A, B"
566,A,A,C,1,0,access_gap,"All of the following are branches of the internal iliac artery except:
A) Left colic artery
B) Posterior vesicoureteral artery
C) Perineal artery
D) Umbilical artery","كل ما يلي من فروع الشريان الحرقفي الداخلي عدا :

الاختيارات:
A. الشريان القولوني الأيسر
B. الشريان المثاني الخلفي
C. الشريان العجاني
D. الشريان السري"
2600,C,C,A,1,0,access_gap,"If the empirical mass of compound A2B is 20 and its relative molecular mass is 60, then its molecular formula is:
A) (A2B)
B) (A3B)
C) (A5B3)
D) (A3B2)","إذا كانت كتلة الصيغة التجريبية للمركب A2B تساوي 20 وكتلته الجزيئية النسبية 60 هذا يعني أن صيغته الجزيئية هي:

الاختيارات:
A. ( A2B)
B. (A3B)
C. (A5B3)
D. (A3B2)"
3754,C,C,B,1,0,access_gap,"Brompelins are extracted from:
A) Syrian khella seeds
B) Areca seeds
C) Pineapple fruits
D) Golden root
E) All of the above are incorrect","يستخرج برومبلينز من:

الاختيارات:
A. بذور الخلة السورية
B. بذور الفوفل
C. ثمار الاناناس
D. جذور عرق الذهب
E. كل ماسبق خطأ"
1186,A,A,B,1,0,access_gap,"All of the following are considered epidermal appendages except:
A) Mucous glands
B) Hairs
C) Serous sweat glands
D) Sebaceous glands","كل ما يلي من الملحقات الحلدية ما عدا:

الاختيارات:
A. الغدد المخاطية
B. الأشعار
C. الغدد المصلية العرقية
D. الغدد الدهنية"
1844,A,A,B,1,0,access_gap,"Examples of chromosomally linked genetic disorders include:

A) Alport syndrome.

B) Huntington's disease.

C) Cystic fibrosis.

D) Diabetes mellitus.","من الامراض ذات الوراثة المرتبطة بالصبغي :

الاختيارات:
A. متلازمة البورت.
B. داء هنتغتون.
C. التليف الكيسي.
D. داء السكري."
