id,level,specialty,umbrella_specialty,question_old,question,opa,opb,opc,opd,ope,opf,answer,group,answer_text,
579,Y1,Anatomy,Anatomy,حركة خاصة بالساعد,ما هي الحركة الخاصة بالساعد؟,الكب,العودة,المقابلة,الشتر,,,A,ABCD,الكب,
582,Y1,Anatomy,Anatomy,القسم الأمامي للثلم الأمامي الخلفي الأيسر للكبد يحوي,ما الذي يحويه القسم الأمامي للثلم الأمامي الخلفي الأيسر للكبد؟,تلم الرباط المدور,تلم الرباط الوريدي,تلم الأجوف السفلي,ثلم المرارة,,,B,ABCD,تلم الرباط الوريدي,
586,Y1,Anatomy,Anatomy,تتحد الصفيحتان السفليتان للشفرين الصغيرين لتشكل :,ماذا تشكل الصفيحتان السفليتان للشفرين الصغيرين عند اتحادهما؟,لجيم البظر,قلفة البظر,العريكشة,جبل العانة,,,A,ABCD,لجيم البظر,
591,Y1,Anatomy,Anatomy,وجد على العظم الجداري انطباعات الشريان,ما هي الانطباعات التي توجد على العظم الجداري؟,السحائي اللاحق,السحائي الأوسط,السباتي الباطن,الشريان الزاوي,,,B,ABCD,السحائي الأوسط,
592,Y1,Anatomy,Anatomy,العصب الحركي للعضلات الماضغة :,ما هو العصب الحركي للعضلات الماضغة؟,الأول,الخامس,الثالث,السابع,,,B,ABCD,الخامس,
593,Y1,Anatomy,Anatomy,-يقع الشق الحجاجي السفلي بين :,أين يقع الشق الحجاجي السفلي؟,الجناح البير والفكي العلوي,الجناح الصغير والفكي العلوي,الجناحان الكبير والصغير,الجناح الكبير والعظم الصدغي,,,A,ABCD,الجناح البير والفكي العلوي,
597,Y1,Anatomy,Anatomy,العضو المتخصص بتشكيل الصوت والتدخل بالدور في الكلام :,ما هو العضو المتخصص بتشكيل الصوت والتدخل بالدور في الكلام؟,الفم,الحنجرة,المريء,الأنف,,,B,ABCD,الحنجرة,
601,Y1,Anatomy,Anatomy,حركة الركبة للخلف بمستوى سهمي:,ما هي حركة الركبة للخلف بمستوى سهمي؟,عطف,بسط,دوران انسي,دوران وحشي,,,A,ABCD,عطف,
603,Y1,Anatomy,Anatomy,العصب القحفي المتواسط بإفراز الغدد الدمعية واللعابية هو العصب رقم :,ما هو العصب القحفي المتواسط بإفراز الغدد الدمعية واللعابية؟,السابع,الخامس,الثالث,الأول,,,A,ABCD,السابع,
609,Y1,Anatomy,Anatomy,تتوضع الصفيحة الأفقية للعظم الغربالي ضمن:,أين تتوضع الصفيحة الأفقية للعظم الغربالي؟,الثلمة الغربالية في العظم الوتدي.,الثلمة الغربالية في العظم الغربالي.,الثلمة الغربالية في العظم الدمعي.,الثلمة الغربالية في العظم الجبهي.,,,C,ABCD,الثلمة الغربالية في العظم الدمعي.,
612,Y1,Anatomy,Anatomy,لون لب الكظر :,ما هو لون لب الكظر؟,بني غامق,أبيض,مائل للصفرة,رمادي,,,A,ABCD,بني غامق,
616,Y1,Anatomy,Anatomy,وجه العظم الجبهي الذي ينتمي للقحف العصبي:,ما هو وجه العظم الجبهي الذي ينتمي للقحف العصبي؟,الخارجى,الداخلى,الانسي,العصبي,,,B,ABCD,الداخلى,
618,Y1,Anatomy,Anatomy,لون لب الكظر:,ما هو لون لب الكظر؟,بني غامق,أبيض,مائل للصفرة,رمادي,,,A,ABCD,بني غامق,
627,Y1,Anatomy,Anatomy,يحيط بجسم القضيب لفافة:,ما هي اللفافة التي تحيط بجسم القضيب؟,بوك,كولس,القضيبية الوسطى,الشاملة,,,A,ABCD,بوك,
632,Y1,Anatomy,Anatomy,العضلة التي تعد من العضلات الوحشية للساق وقد تعد من العضلات الأمامية للساق :,ما هي العضلة التي تعد من العضلات الوحشية للساق وقد تعد من العضلات الأمامية للساق؟,العضلة الشظوية الطويلة,العضلة الشظوية القصيرة,العضلة الشظويةالثالثة,العضلة الظنبوبية الأمامية,,,C,ABCD,العضلة الشظويةالثالثة,
635,Y2,Histology,Anatomy,في حالة الإصابة بنقص الأكسجة فإن اول ما يتأثر من الخلايا الكبدية :,ما هو أول ما يتأثر من الخلايا الكبدية في حالة الإصابة بنقص الأكسجة؟,الخلايا الكبدية المحيطية,الخلايا الكبدية المركزية,كلا˝ من a و .b,لا تتأثر خلايا كبدية.,,,B,ABCD,الخلايا الكبدية المركزية,
636,Y1,Anatomy,Anatomy,عضلات طويلة تربط الفقرات مع بعضها :,ما هي العضلات الطويلة التي تربط الفقرات مع بعضها؟,عضلات جدار البطن الأمامي,عضلات العمود الفقري,عضلات الصدر السطحية,عضلات الصدر العميقة,,,B,ABCD,عضلات العمود الفقري,
640,Y1,Anatomy,Anatomy,الطية الجلدية التي تغطي رأس القضيب تُدعى:,ما هي الطية الجلدية التي تغطي رأس القضيب؟,الحشفة,لفافة بوك,القلفة,البصلة,,,C,ABCD,القلفة,
644,Y1,Anatomy,Anatomy,يتفرع الشريان الأكليلي الايمن والأيسر من :,من أين يتفرع الشريان الأكليلي الأيمن والأيسر؟,الأبهر الصاعد,الأبهر الصدري,الأبهر البطني,الأبهر النازل,,,A,ABCD,الأبهر الصاعد,
645,Y1,Anatomy,Anatomy,متى ينشأ برزخ الأبهر؟ :,متى ينشأ برزخ الأبهر؟,قبل منشأ الشريان السباتي المشترك,قبل منشأ الشريان تحت الترقوة الأيسر,بعد منشأ الشريان تحت الترقوة الأيسر,كل ما سبق خطأ,,,C,ABCD,بعد منشأ الشريان تحت الترقوة الأيسر,
647,Y1,Anatomy,Anatomy,أصغر الفروع الأمامية للابهر البطني:,ما هو أصغر الفروع الأمامية للأبهر البطني؟,الجذع البطني,المساريقي العلوي,المساريقي السفلي,الشريان الكظري,,,C,ABCD,المساريقي السفلي,
655,Y1,Anatomy,Anatomy,الألياف التي تربط التلافيف والفصوص في نصف كرة مخية واحد:,ما هي الألياف التي تربط التلافيف والفصوص في نصف كرة مخية واحد؟,إسقاطية,ترابطية,صوارية,التقائية,,,B,ABCD,ترابطية,
656,Y1,Anatomy,Anatomy,ميزابة النبض بين أوتار العضلات :,ما هي ميزابة النبض بين أوتار العضلات؟,العضدية الكعبرية قابضة الرسغ الكعبرية,العضدية الزندية باسطة الرسغ الزندية,المرفقية الاستلقائية,الكأبة المربعة الكأبة المدورة,,,A,ABCD,العضدية الكعبرية قابضة الرسغ الكعبرية,
657,Y1,Anatomy,Anatomy,. الوريد السطحي الذي يشكل الابطي هو:,ما هو الوريد السطحي الذي يشكل الابطي؟,القاعدي,الراسي,العضدي,تحت الترقوة,,,A,ABCD,القاعدي,
660,Y1,Anatomy,Anatomy,تفرز الخلايا ألفا في البنكرياس:,ماذا تفرز الخلايا ألفا في البنكرياس؟,الفلوكاغون,الانسولين,السوماتوستاتين,لا شيء مما سبق,,,A,ABCD,الفلوكاغون,
664,Y1,Anatomy,Anatomy,أعمق الانخفاضات في الصيوان يُدعى:,ما هو اسم أعمق الانخفاضات في الصيوان؟,المحار,الحتار,فصيص الأذن,نظير الحتار,,,A,ABCD,المحار,
665,Y1,Anatomy,Anatomy,وظيفة : PTH,ما هي وظيفة هرمون الغدة جار الدرقية PTH؟,يرفع كالسيوم الدم,يخفض كالسيوم الدم,يرفع كالسيوم البول,لا شيء مما سبق,,,A,ABCD,يرفع كالسيوم الدم,
669,Y1,Anatomy,Anatomy,يمتد من المنخر حتى المنعر:,ما الذي يمتد من المنخر حتى المنعر؟,قمة الأنف,ظهر الأنف,جوف الأنف,جذر الأنف,,,C,ABCD,جوف الأنف,
671,Y1,Anatomy,Anatomy,يقع بين جسم الفقرة والقوس الفقرية :,ما الذي يقع بين جسم الفقرة والقوس الفقرية؟,الثقبة المستعرضة,الثقبة بين الفقرية,الثقبة الفقرية,الثقبة المغذية,,,C,ABCD,الثقبة الفقرية,
676,Y1,Anatomy,Anatomy,تتوضع الطية المخملة على:,أين تتوضع الطية المخملة؟,الوجه العلوي للسان,الوجه السفلي للسان,اللثتين,الشدفين,,,B,ABCD,الوجه السفلي للسان,
680,Y1,Anatomy,Anatomy,يفرز هرمون ال PTH :,ما هو الهرمون الذي يفرز PTH؟,الغدد جارات الدرق.,الغدة النخامية.,الغدة الكظرية.,الغدة الدرقية.,,,A,ABCD,الغدد جارات الدرق.,
683,Y2,Histology,Anatomy,الخلايا الشحمية قادرة على تصنيع Fatty acids من الغلوكوز وهي عملية تتسرع بتأثير:,ما هو الهرمون الذي يسرع عملية تصنيع الأحماض الدهنية من الغلوكوز في الخلايا الشحمية؟,الغلوكاغون,الأنسولين,الباراثورمون,الثيروكسين,الثالث والرابع.,,B,ABCDE,الأنسولين,
688,Y1,Anatomy,Anatomy,العضلات التي تعمل على توازن الرأس على الجذع هي:,ما هي العضلات التي تعمل على توازن الرأس على الجذع؟,عضلات الوجه التعبيرية.,العضلة الصدغية.,عضلات العنق.,العضلة الجناحية الأنسية.,,,C,ABCD,عضلات العنق.,
693,Y1,Anatomy,Anatomy,يعبر العصب الوجهي عبر :,من أين يخرج العصب الوجهي من الجمجمة؟,الثقبة الأبرية الخشائية,الثقبة المدورة,الثقة الشوكية,الثقبة البيضية,,,A,ABCD,الثقبة الأبرية الخشائية,"""من أين يخرج العصب الوجهي من الجمجمة؟"""
696,Y1,Anatomy,Anatomy,يتصل المدورين بالخلف في الفخذ بــ:,ما الذي يتصل به المدورين بالخلف في الفخذ؟,الخط بين المدورين,العرف بين المدورين,الثلمة بين المدورة,لا شيء مما سبق,,,B,ABCD,العرف بين المدورين,
698,Y1,Anatomy,Anatomy,يدخل الحالبان المثانة من سطحها,أين يدخل الحالبان المثانة؟,الخلفي,الجانبي,السفلي,العلوى,,,A,ABCD,الخلفي,
700,Y1,Anatomy,Anatomy,الباحة المسؤولة عن حركات العين هي:,ما هي الباحة المسؤولة عن حركات العين؟,5 و 6,4,7,8,,,D,ABCD,8,
709,Y1,Anatomy,Anatomy,ينشأ الجذع المشترك للشريان بين العظمين من الشريان,ما هو الشريان الذي ينشأ منه الجذع المشترك للشريان بين العظمين؟,الزندي,الكعبري,العضدي,الابطي,,,A,ABCD,الزندي,
710,Y1,Anatomy,Anatomy,. وجه من عظم الترقوة عليه ميزابة طولانية:,ما هو وجه عظم الترقوة الذي عليه ميزابة طولانية؟,الوجه العلوي,الوجه السفلي,الوجه العلوي والسفلي,كل ماسبق خطأ,,,B,ABCD,الوجه السفلي,
713,Y1,Anatomy,Anatomy,. يفرز الغلوكاغون من؟,من أين يفرز الغلوكاغون؟,خلايا بيتا في المعثكلة,خلايا الفا في المعثكلة,لب الكظر,الغدة الدرقية,,,B,ABCD,خلايا الفا في المعثكلة,
715,Y1,Anatomy,Anatomy,ما هي الطبقة المبطنة للتامور الليفي:,ما هي الطبقة المبطنة للتامور الليفي؟,التامور الليفي,التامور المصلي الجداري,التامور المصلي الحشوي,لا شيء مما سبق,,,B,ABCD,التامور المصلي الجداري,
718,Y1,Anatomy,Anatomy,التوسع في نهاية الأسهر يعني,ما هو معنى التوسع في نهاية الأسهر؟,مجل الأسهر,الحويصل المنوى,القناة الدافقة,لاشئ مما سبق,,,A,ABCD,مجل الأسهر,
720,Y1,Anatomy,Anatomy,عدد فقرات الجزء الصدري من العمود الفقري:,كم عدد فقرات الجزء الصدري من العمود الفقري؟,10,12,14,8,,,B,ABCD,12,
722,Y1,Anatomy,Anatomy,ينتج هرمون الأستروجين من :,من أين ينتج هرمون الأستروجين؟,الخصية,المبيض,الدرق,الكظر,,,B,ABCD,المبيض,
739,Y1,Anatomy,Anatomy,الفروع الانتهائية للسباني الخارجي هي:,ما هي الفروع الانتهائية للسباني الخارجي؟,فكي وصدغي عميق,فكي وصدغي سطحي,حنكي وصدغي سطحي,فكي وصدغي أوسط,,,C,ABCD,حنكي وصدغي سطحي,
743,Y2,Anatomy,Anatomy,تستلم عضلات الظهلر العميقه تعصيبها الحركى من:,ما هو مصدر التعصيب الحركي لعضلات الظهر العميقة؟,الشعب الاوليه البطنيه,الشعب الاوليه الظهريه,الفروع الخلفيه للاعصاب الناقبه الوحشيه,الجذور الظهريه,الجذور البطنيه,,B,ABCDE,الشعب الاوليه الظهريه,
748,Y1,Anatomy,Anatomy,. الجيب الوريدي الذي يصب في الوريد الوداجي الباطن,ما هو الجيب الوريدي الذي يصب في الوريد الوداجي الباطن؟,الجيب الكهفي,الجيب القاعدي,الجيب السيني,الجيب المستعرض,,,C,ABCD,الجيب السيني,
752,Y1,Anatomy,Anatomy,. يتوضع العظم الكتفي على الجدار الخلفي العلوي للصدر بمحاذاة الاضلاع,أين يتوضع العظم الكتفي؟,الاضلاع الثانية حتى السابعة,الاضلاع السبعة الاولى,الاضلاع الثالثة حتى السابعة,الاضلاع الستة الاولى,,,A,ABCD,الاضلاع الثانية حتى السابعة,
753,Y1,Anatomy,Anatomy,المنطقة الأعمق في الغدة الكظرية :,ما هي المنطقة الأعمق في الغدة الكظرية؟,اللب,الحزمية,الشبكية,الكبيبية,,,A,ABCD,اللب,
756,Y1,Anatomy,Anatomy,يقع بين النواة العدسية من جهة والنواة والمهاد من الجهة الأخرى:,ما الذي يقع بين النواة العدسية من جهة والنواة والمهاد من الجهة الأخرى؟,النواة السوداء.,المنقار.,المحفظة الداخلية.,النواة البينية.,,,C,ABCD,المحفظة الداخلية.,
760,Y1,Anatomy,Anatomy,-ينفتح على القرين الانفي العلوي :,ما الذي ينفتح على القرين الأنفي العلوي؟,الجيب الوتدي,الجيب الفكي,الجيب الغربالي,الجيب الجبهي,,,A,ABCD,الجيب الوتدي,
761,Y1,Anatomy,Anatomy,- يمكن إجراء الحقن العضلي في القسم العلوي من :,أين يمكن إجراء الحقن العضلي في القسم العلوي؟,ذات الرأسين العضدية,الدالية,الغرابية العضدية,المدورة الصغيرة,,,B,ABCD,الدالية,
763,Y1,Anatomy,Anatomy,تتوضع الاحدوبة الدالية في العضد على السطح:,أين تتوضع الاحدوبة الدالية في العضد؟,الانسي,الوحشي,الخلفي,لا شيء مما يلي,,,B,ABCD,الوحشي,
768,Y1,Anatomy,Anatomy,أكبر الجيوب جانب الأنف:,ما هو أكبر الجيوب جانب الأنف؟,الفكي,الجبهي,الغربالي,الوتدي,,,A,ABCD,الفكي,
775,Y1,Anatomy,Anatomy,المحرك لعضلات اللسان :,ما هو العصب المحرك لعضلات اللسان؟,11,7,12,9,,,C,ABCD,12,
777,Y1,Anatomy,Anatomy,يتوضع تحت الخط الضرسي اللامي :,ما الذي يتوضع تحت الخط الضرسي اللامي؟,حفرة ذات البطنين,حفرة الغدة تحت اللسان,حفرة الغدة تحت الفك السفلي,لا شيء مما سبق,,,C,ABCD,حفرة الغدة تحت الفك السفلي,
791,Y1,Anatomy,Anatomy,الطبقة المحيطة بالقلب والمرتبط به:,ما هي الطبقة المحيطة بالقلب والمرتبطة به؟,التامور الليفي,التامور المصلي الجداري,التامور المصلي الحشوي,لا شيء مما سبق,,,C,ABCD,التامور المصلي الحشوي,
793,Y1,Anatomy,Anatomy,ينشأ الشريان الزاوي من :,ما هو الشريان الذي ينشأ منه الشريان الزاوي؟,الشريان الوجهي,الشريان اللساني,الشريان الفكي,الشريان العيني,,,A,ABCD,الشريان الوجهي,
796,Y1,Anatomy,Anatomy,. يتشكل الوريد المأبضي من اتحاد,ما هو تشكل الوريد المأبضي؟,الوريد الظنبوبي الامامي والوريد الظنبوبي الخلفي,الوريد الظنبوبي الامامي والوريد الشوي,الوريد الحرقفي الداخلي والخارجي,الوريد الصافن الكبير والصغير,,,A,ABCD,الوريد الظنبوبي الامامي والوريد الظنبوبي الخلفي,
799,Y1,Anatomy,Anatomy,المنطقة الأعمق في قشرالكظر :,ما هي المنطقة الأعمق في قشر الكظر؟,الكبيبية,الحزمية,الشبكية,اللب,,,C,ABCD,الشبكية,
802,Y1,Anatomy,Anatomy,. يقع في عمق التلم الوحشي,أين يقع التلم الوحشي؟,فص الجزيرة,الفص الجبهي,الفص الجداري,الفص القذالي,,,A,ABCD,فص الجزيرة,
803,Y1,Anatomy,Anatomy,يصب الوريد الكلوي في,أين يصب الوريد الكلوي؟,الوريد الفرد,الوريد نصف الفرد,الأجوف السفلي,الأجوف العلوي,,,C,ABCD,الأجوف السفلي,
808,Y2,Anatomy,Anatomy,ترتكز العضلة المدورة الصغيرة على :,أين ترتكز العضلة المدورة الصغيرة؟,وحشي اخدود ذات الرأسين.,أنسي أخدود ذات الرأسين.,قاع أخدود ذات الرأسين.,الناتئ الغرابي.,حديبة العضد الكبرى.,,e,ABCDE,حديبة العضد الكبرى.,
811,Y1,Anatomy,Anatomy,الردب الكمثري يتبع البلعوم:,ما هو الجزء من البلعوم الذي يتبعه الردب الكمثري؟,الأنفي,الفموي,الحنجري,لا شيء مما سبق,,,C,ABCD,الحنجري,
815,Y1,Anatomy,Anatomy,عدد الأعصاب القحفية:,كم عدد الأعصاب القحفية؟,12 عصبًا,12 شفعًا,31 عصبًا,31 شفعًا,,,B,ABCD,12 شفعًا,
816,Y1,Anatomy,Anatomy,يتوضع نواة العصب العاشر في:,أين تتوضع نواة العصب العاشر؟,الجسر,البصلة,الدماغ المتوسط,المخيخ,,,B,ABCD,البصلة,
817,Y1,Anatomy,Anatomy,العنصر الذي يجاور الرغامي من الخلف هو :,ما هو العنصر الذي يجاور الرغامي من الخلف؟,غدة التيموس,قوس الأبهر,المري,الجذع العضدي الرأسي,,,C,ABCD,المري,
818,Y1,Anatomy,Anatomy,العصب القحفي الذي يجتاز النفق الصدري:,ما هو العصب القحفي الذي يجتاز النفق الصدري؟,1,2,3,4,,,B,ABCD,2,
819,Y1,Anatomy,Anatomy,العظم الأضخم في هيكل القدم:,ما هو العظم الأضخم في هيكل القدم؟,القعب,العقب,الزورقي,النردي,,,B,ABCD,العقب,
822,Y1,Anatomy,Anatomy,. يوجد النفير البلعومي السمعي في:,أين يوجد النفير البلعومي السمعي؟,الانف,البلعوم الفموي,البلعوم الانفي,البلعوم الحنجري,,,C,ABCD,البلعوم الانفي,
826,Y2,Anatomy,Anatomy,يحد فتحة وينسلو من الأسفل:,ما الذي يحد فتحة وينسلو من الأسفل؟,البواب.,الإثني عشر.,الفص المذنب الكبد.,الثرب الصغير.,مساريقا القولون المعترض.,,B,ABCDE,الإثني عشر.,
830,Y1,Anatomy,Anatomy,يُسمى الوجه الأمامي للوح الكتف:,ما يُسمى الوجه الأمامي للوح الكتف؟,الحفرة فوق الشوك,الحفرة تحت الشوك,الحفرة تحت الكتفية,الحفرة فوق الكتفية,,,C,ABCD,الحفرة تحت الكتفية,
832,Y1,Anatomy,Anatomy,يتم تروية القولون الصاعد من الشريان :,ما هو الشريان الذي يروي القولون الصاعد؟,الكلوي,المعدي الأيسر,المساريقي العلوي,المساريقي السفلي,,,C,ABCD,المساريقي العلوي,
834,Y1,Anatomy,Anatomy,الطية الجلدية التي تغطي رأس القضيب تدعى,ما هي الطية الجلدية التي تغطي رأس القضيب؟,الحشفة,لفافة بوك,القلفة,البصلة,,,C,ABCD,القلفة,
835,Y1,Anatomy,Anatomy,يدعى القسم العلوي المتسع من الحالب :,ما يُدعى القسم العلوي المتسع من الحالب؟,الجيب الكلوي,اللب الكلوي,الحويضة,الهرم الكلوي,,,C,ABCD,الحويضة,
839,Y1,Anatomy,Anatomy,المنطقة الفاصلة بين الطيتين الصوتيين:,ما هي المنطقة الفاصلة بين الطيتين الصوتيين؟,الدهليز,البطين,مشق المزمار,الجوف تحت المزماري,,,C,ABCD,مشق المزمار,
840,Y2,Histology and Anatomy,Anatomy,هذه الطبقة من الكظر تتألف من حبال مقوسة من خلايا عمودية متقاربة إنها :,ما هي الطبقة من الكظر التي تتألف من حبال مقوسة من خلايا عمودية متقاربة؟,الطبقة الكبيبة,الطبقة الحزمية,محفظة الكظر,الطبقة الشبكية,لب الكظر,,A,ABCDE,الطبقة الكبيبة,
841,Y1,Anatomy,Anatomy,الخلايا التي تتوضع في اللحمة بين النبيبات,ما هي الخلايا التي تتوضع في اللحمة بين النبيبات؟,المولدة للنطاف,لايديغ,سيرتولي,لا شيء مما سبق,,,B,ABCD,لايديغ,
860,Y1,Anatomy,Anatomy,السطح الخلفي للفخذ تحت المدور الكبير:,ما هو السطح الخلفي للفخذ تحت المدور الكبير؟,الأحدوبة الرشيقة,الأحدوبة الأولوية,الأحدوبة المربعة,حديبة رباعية الرؤوس الفخذية,,,B,ABCD,الأحدوبة الأولوية,
861,Y1,Anatomy,Anatomy,القسم الأمامي للثلم الأمامي الخلفي الأيسر للكبد يحوي:,ما الذي يحويه القسم الأمامي للثلم الأمامي الخلفي الأيسر للكبد؟,ثلم الرباط الوريدي,ثلم الرباط المدور,ثلم الأجوف السفلي,ثلم المرارة,,,B,ABCD,ثلم الرباط المدور,
864,Y1,Anatomy,Anatomy,الشريان الذي يروي معظم الوجه الوحشي للمخ :,ما هو الشريان الذي يروي معظم الوجه الوحشي للمخ؟,المخي الأمامي.,المخى الأوسط.,المخي الخلفي.,العيني.,,,B,ABCD,المخى الأوسط.,
870,Y1,Anatomy,Anatomy,المنطقة الفاصلة بين الطيتين الصوتيين:,ما هي المنطقة الفاصلة بين الطيتين الصوتيين؟,الدهليز,البطين,مشق المزمار,الجوف تحت المزماري,,,C,ABCD,مشق المزمار,
872,Y1,Anatomy,Anatomy,العصب القحفي الذي يعبر الثقبة البيضية:,ما هو العصب القحفي الذي يعبر الثقبة البيضية؟,البصري,العيني,الفكي السفلي,الفكي العلوي,,,C,ABCD,الفكي السفلي,
873,Y2,Histology and Anatomy,Anatomy,تحدث عملية الاباضة بسبب الدفق الشديد لهرمون :,ما هو الهرمون الذي يسبب دفقه الشديد حدوث عملية الإباضة؟,LH,FSH,TSH,GuRH,الأول والثاني,,A,ABCDE,LH,
876,Y1,Anatomy,Anatomy,يستهدف الدرق ويحفز إفراز الهرمون الدرقي:,ما هو الهرمون الذي يستهدف الدرق ويحفز إفراز الهرمون الدرقي؟,T3,T4,TSH,a + b,,,C,ABCD,TSH,
882,Y1,Anatomy,Anatomy,أكبر عقدة مفردة من النسيج اللمفاوي:,ما هي أكبر عقدة مفردة من النسيج اللمفاوي؟,الكبد,الطحال,الدرقية,التيموس,,,B,ABCD,الطحال,
884,Y1,Anatomy,Anatomy,- العضلة الرئيسية المسؤولة عن قبض المرفق :,ما هي العضلة الرئيسية المسؤولة عن قبض المرفق؟,العضدية,قابضة الرسغ الزندية,قابضة الرسغ الكعبرية,الراحية الطويلة,,,A,ABCD,العضدية,
887,Y1,Anatomy,Anatomy,توجد على حافتي اللسان وتحوي براعم ذوقية كثيرة:,ما هي التراكيب التي توجد على حافتي اللسان وتحوي براعم ذوقية كثيرة؟,الخيطية,الفطرية,الورقية,المحوطة,,,C,ABCD,الورقية,
888,Y1,Anatomy,Anatomy,شعيرات دموية تغلفها محفظة بومان,ما هي الشعيرات الدموية التي تغلفها محفظة بومان؟,القشر الكلوي,الكبيبة الكلوية,الحليمة الكلوية,اللب الكلوي,,,B,ABCD,الكبيبة الكلوية,
891,Y1,Anatomy,Anatomy,الحافة من الفرع التي تشكل زاوية الفك السفلي :,ما هي الحافة من الفرع التي تشكل زاوية الفك السفلي؟,الأمامية,الخلفية,العلوية,الوحشية,,,B,ABCD,الخلفية,
904,Y1,Anatomy,Anatomy,تغلف العضلة البصلية الإسفنجية :,ما الذي تغلفه العضلة البصلية الإسفنجية؟,ساق القضيب,الجسم الاسفنجي,بصلة القضيب,الحشفة,,,C,ABCD,بصلة القضيب,
909,Y1,Anatomy,Anatomy,يخرج العصب الشوكي من :,من أين يخرج العصب الشوكي؟,الثقبة بين الفقرية,الثقبة الفقرية,الثقبة الكبرى,التثقبة الشوكية,,,A,ABCD,الثقبة بين الفقرية,
911,Y1,Anatomy,Anatomy,العضلة مصرة الحدقة معصبة بألياف :,ما هي الألياف التي تعصب العضلة مصرة الحدقة؟,ودية,نظيرة ودية,شوكية,لا شيء مما سبق,,,B,ABCD,نظيرة ودية,
915,Y1,Anatomy,Anatomy,يحوي الدماغ البيني داخله جوف البطين:,ما هو البطين الذي يحويه الدماغ البيني داخله؟,الجانبي,الرابع,الثالث,لا شيء مما سبق,,,C,ABCD,الثالث,
919,Y1,Anatomy,Anatomy,يشغل الجزء العلوي من قبة القحف,ما الذي يشغل الجزء العلوي من قبة القحف؟,العظم الجداري,العظم الجبهي,العظم القذالي,العظم الوتدي,,,A,ABCD,العظم الجداري,
920,Y1,Anatomy,Anatomy,تعصب Partoid Gland بواسطة العصب:,ما هو العصب الذي يعصب الغدة النكفية؟,البلعومي اللساني,العصب الوجهي,تحت اللساني,اللساني,,,C,ABCD,تحت اللساني,
921,Y1,Anatomy,Anatomy,العصب تحت اللساني يخرج من :,من أين يخرج العصب تحت اللساني؟,النفق تحت اللساني,النفق السباتى,النفق الوداجي,الثقبة البيضية,,,A,ABCD,النفق تحت اللساني,
922,Y2,Histology,Anatomy,الخلايا البالعة الكبدية هي :,ما هي الخلايا البالعة الكبدية؟,خلايا مايسنر,بالعات كبيرة,خلايا كوبفر.,ليس أيا˝ مما سبق.,,,C,ABCD,خلايا كوبفر.,
932,Y1,Anatomy,Anatomy,يصب الوريد الصافن الكبير (الأنسي) في :,أين يصب الوريد الصافن الكبير (الأنسي)؟,الوريد الفخذي,الوريد المأبضي,الوريد الحرقفي الداخلي,الوريد الحرقفي الخارجي,,,A,ABCD,الوريد الفخذي,
948,Y1,Anatomy,Anatomy,يستمر الريان تحت الترقوة بالشريان,ما هو الشريان الذي يستمر به الريان تحت الترقوة؟,الإبطي,الما بضي,العضدي,القاعدي,,,A,ABCD,الإبطي,
950,Y1,Anatomy,Anatomy,الردب بين عنق الرحم والمهبل تُدعى:,ما تُدعى الردب بين عنق الرحم والمهبل؟,الجيب البولي التناسلي,الحجاب البولي التناسلي,قبو المهبل,عنق الرحم المهبلي,,,C,ABCD,قبو المهبل,
954,Y1,Anatomy,Anatomy,يتم التمفصل بين قبضة وجسم القص في مستوى الفقرة الصدرية :,في أي مستوى من الفقرات الصدرية يتم التمفصل بين قبضة وجسم القص؟,الأولى .,الثانية .,الرابعة.,الثالثة.,,,C,ABCD,الرابعة.,
958,Y1,Anatomy,Anatomy,يربط الرحم بجدران الحوض الجانبية الرباط:,ما هو الرباط الذي يربط الرحم بجدران الحوض الجانبية؟,الإربي,المدور,العريض,الوريدي,,,C,ABCD,العريض,
959,Y1,Anatomy,Anatomy,تنشأ من الشوكة الحرقفية الأمامية العلوية وترتكز انسي الظنبوب :,ما هي العضلة التي تنشأ من الشوكة الحرقفية الأمامية العلوية وترتكز انسي الظنبوب؟,مربعة الرؤوس الفخذية,المشطية,الخياطية,ثنائية الرؤوس الفخذية,,,C,ABCD,الخياطية,
964,Y2,Histology,Anatomy,الطبقة البطانية الرحمية التي تتعرض إلى تغيرات ملحوظة أثناء الدورة الشهرية:,ما هي الطبقة البطانية الرحمية التي تتعرض إلى تغيرات ملحوظة أثناء الدورة الشهرية؟,الطبقة الوظيفية.,الطبقة التي تملك صفيحة مخصوصة أغنى بالخاليا.,الطبقة التي تحوي على الأجزاء العميقة من غدد باطن الرحم.,كل ما سبق خطأ.,,,A,ABCD,الطبقة الوظيفية.,
982,Y2,Anatomy,Anatomy,المنعكس القلبي التثبيطي من مستقبلات الضغط الموجودة في:,ما هو موقع مستقبلات الضغط المسؤولة عن المنعكس القلبي التثبيطي؟,الجيب الأبهري.,الجيب السباتي.,جدار الأذينة اليمني.,عند تفرع الأبهر.,كل ما سبق خاطئ.,,B,ABCDE,الجيب السباتي.,
985,Y1,Anatomy,Anatomy,أكبر أعضاء الجسم وزناً ومساحة :,ما هو أكبر أعضاء الجسم وزناً ومساحة؟,الكبد,الجلد,المعي الدقيق,الكولون,,,B,ABCD,الجلد,
